id,year
http://www.jstor.org/stable/23102576,2012
http://www.jstor.org/stable/25472511,2008
http://www.jstor.org/stable/2095461,1984
http://www.jstor.org/stable/2095513,1986
http://www.jstor.org/stable/2096088,1991
http://www.jstor.org/stable/2095678,1991
http://www.jstor.org/stable/30039013,2006
http://www.jstor.org/stable/25472461,2007
http://www.jstor.org/stable/2096232,1994
http://www.jstor.org/stable/2095456,1987
http://www.jstor.org/stable/2096081,1991
http://www.jstor.org/stable/2094574,1977
http://www.jstor.org/stable/2092564,1955
http://www.jstor.org/stable/2096277,1993
http://www.jstor.org/stable/4145371,2005
http://www.jstor.org/stable/2095232,1983
http://www.jstor.org/stable/2083761,1939
http://www.jstor.org/stable/2095011,1980
http://www.jstor.org/stable/2094817,1979
http://www.jstor.org/stable/2095907,1993
http://www.jstor.org/stable/2095764,1990
http://www.jstor.org/stable/2095795,1989
http://www.jstor.org/stable/2094492,1978
http://www.jstor.org/stable/2094800,1976
http://www.jstor.org/stable/2084924,1939
http://www.jstor.org/stable/2084868,1937
http://www.jstor.org/stable/2095488,1986
http://www.jstor.org/stable/2095702,1990
http://www.jstor.org/stable/2091420,1964
http://www.jstor.org/stable/2094749,1977
http://www.jstor.org/stable/2095290,1987
http://www.jstor.org/stable/25472472,2007
http://www.jstor.org/stable/30038987,2006
http://www.jstor.org/stable/44289582,2015
http://www.jstor.org/stable/2095789,1989
http://www.jstor.org/stable/2094451,1975
http://www.jstor.org/stable/30039001,2006
http://www.jstor.org/stable/2093302,1970
http://www.jstor.org/stable/30039003,2006
http://www.jstor.org/stable/3088912,2002
http://www.jstor.org/stable/2095760,1990
http://www.jstor.org/stable/2094845,1976
http://www.jstor.org/stable/2095278,1984
http://www.jstor.org/stable/2095555,1984
http://www.jstor.org/stable/2095129,1980
http://www.jstor.org/stable/2085449,1943
http://www.jstor.org/stable/2096326,1995
http://www.jstor.org/stable/3088911,2002
http://www.jstor.org/stable/2096090,1991
http://www.jstor.org/stable/48588890,2019
http://www.jstor.org/stable/25472470,2007
http://www.jstor.org/stable/41723047,2012
http://www.jstor.org/stable/41723080,2012
http://www.jstor.org/stable/2083940,1940
http://www.jstor.org/stable/4145392,2005
http://www.jstor.org/stable/25472535,2008
http://www.jstor.org/stable/2095915,1992
http://www.jstor.org/stable/3088962,2002
http://www.jstor.org/stable/2096119,1992
http://www.jstor.org/stable/2094631,1978
http://www.jstor.org/stable/2657274,1999
http://www.jstor.org/stable/2096159,1959
http://www.jstor.org/stable/2095831,1987
http://www.jstor.org/stable/2096096,1992
http://www.jstor.org/stable/2087180,1950
http://www.jstor.org/stable/2086056,1945
http://www.jstor.org/stable/4145352,2005
http://www.jstor.org/stable/3088960,2002
http://www.jstor.org/stable/2093578,1972
http://www.jstor.org/stable/2095521,1986
http://www.jstor.org/stable/2086954,1947
http://www.jstor.org/stable/2094343,1975
http://www.jstor.org/stable/2094347,1975
http://www.jstor.org/stable/2096318,1995
http://www.jstor.org/stable/2085173,1942
http://www.jstor.org/stable/2089536,1959
http://www.jstor.org/stable/2095732,1988
http://www.jstor.org/stable/2086078,1944
http://www.jstor.org/stable/3088970,2002
http://www.jstor.org/stable/2096148,1992
http://www.jstor.org/stable/2095680,1991
http://www.jstor.org/stable/2657462,2000
http://www.jstor.org/stable/2095006,1980
http://www.jstor.org/stable/2095806,1990
http://www.jstor.org/stable/2095409,1985
http://www.jstor.org/stable/2095927,1994
http://www.jstor.org/stable/3088901,2003
http://www.jstor.org/stable/30038977,2006
http://www.jstor.org/stable/2657373,1999
http://www.jstor.org/stable/2088678,1955
http://www.jstor.org/stable/2089908,1963
http://www.jstor.org/stable/2093597,1971
http://www.jstor.org/stable/2094828,1979
http://www.jstor.org/stable/2095440,1985
http://www.jstor.org/stable/2657436,2000
http://www.jstor.org/stable/2095060,1981
http://www.jstor.org/stable/4145350,2005
http://www.jstor.org/stable/24756371,2015
http://www.jstor.org/stable/2096450,1996
http://www.jstor.org/stable/2095250,1980
http://www.jstor.org/stable/44245517,2017
http://www.jstor.org/stable/2095894,1988
http://www.jstor.org/stable/25472476,2007
http://www.jstor.org/stable/2095617,1989
http://www.jstor.org/stable/24756374,2015
http://www.jstor.org/stable/2096441,1994
http://www.jstor.org/stable/3593033,2004
http://www.jstor.org/stable/2095598,1987
http://www.jstor.org/stable/3593068,2004
http://www.jstor.org/stable/2085224,1943
http://www.jstor.org/stable/2096445,1994
http://www.jstor.org/stable/2095209,1982
http://www.jstor.org/stable/4145400,2005
http://www.jstor.org/stable/2091277,1966
http://www.jstor.org/stable/2092125,1964
http://www.jstor.org/stable/2095582,1986
http://www.jstor.org/stable/2086819,1948
http://www.jstor.org/stable/2657327,1998
http://www.jstor.org/stable/2095568,1984
http://www.jstor.org/stable/2095787,1989
http://www.jstor.org/stable/1519750,2003
http://www.jstor.org/stable/1519728,2003
http://www.jstor.org/stable/2095351,1987
http://www.jstor.org/stable/3088903,2003
http://www.jstor.org/stable/2657252,1999
http://www.jstor.org/stable/2089378,1959
http://www.jstor.org/stable/2096420,1995
http://www.jstor.org/stable/2657293,2000
http://www.jstor.org/stable/2086160,1945
http://www.jstor.org/stable/2095644,1988
http://www.jstor.org/stable/2091816,1967
http://www.jstor.org/stable/3088883,2001
http://www.jstor.org/stable/2657372,1999
http://www.jstor.org/stable/2094729,1976
http://www.jstor.org/stable/2657461,2000
http://www.jstor.org/stable/2085641,1945
http://www.jstor.org/stable/4145401,2005
http://www.jstor.org/stable/2091030,1967
http://www.jstor.org/stable/2091775,1965
http://www.jstor.org/stable/2089625,1962
http://www.jstor.org/stable/2086342,1941
http://www.jstor.org/stable/48588887,2019
http://www.jstor.org/stable/2094922,1983
http://www.jstor.org/stable/3088955,2001
http://www.jstor.org/stable/1519769,2003
http://www.jstor.org/stable/1519770,2003
http://www.jstor.org/stable/2094698,1978
http://www.jstor.org/stable/2095821,1988
http://www.jstor.org/stable/2096375,1994
http://www.jstor.org/stable/2096384,1995
http://www.jstor.org/stable/2095750,1990
http://www.jstor.org/stable/2095863,1990
http://www.jstor.org/stable/4145370,2005
http://www.jstor.org/stable/2091023,1967
http://www.jstor.org/stable/2089979,1960
http://www.jstor.org/stable/2093761,1971
http://www.jstor.org/stable/2096344,1995
http://www.jstor.org/stable/2095903,1993
http://www.jstor.org/stable/23469220,2013
http://www.jstor.org/stable/2657334,1998
http://www.jstor.org/stable/2657558,1998
http://www.jstor.org/stable/23102579,2012
http://www.jstor.org/stable/20799487,2010
http://www.jstor.org/stable/44245520,2017
http://www.jstor.org/stable/2095671,1991
http://www.jstor.org/stable/3593077,2004
http://www.jstor.org/stable/2657321,1998
http://www.jstor.org/stable/3593051,2004
http://www.jstor.org/stable/44289581,2015
http://www.jstor.org/stable/2096452,1996
http://www.jstor.org/stable/2095514,1986
http://www.jstor.org/stable/3593066,2004
http://www.jstor.org/stable/23102557,2011
http://www.jstor.org/stable/2657393,2001
http://www.jstor.org/stable/24756353,2015
http://www.jstor.org/stable/2093855,1970
http://www.jstor.org/stable/3088971,2002
http://www.jstor.org/stable/2084421,1940
http://www.jstor.org/stable/2085985,1944
http://www.jstor.org/stable/2096241,1992
http://www.jstor.org/stable/2096095,1992
http://www.jstor.org/stable/2096236,1992
http://www.jstor.org/stable/24756459,2016
http://www.jstor.org/stable/2092078,1960
http://www.jstor.org/stable/2092842,1967
http://www.jstor.org/stable/2657258,1999
http://www.jstor.org/stable/2095641,1988
http://www.jstor.org/stable/23019207,2011
http://www.jstor.org/stable/4145354,2005
http://www.jstor.org/stable/2657259,1999
http://www.jstor.org/stable/2095763,1990
http://www.jstor.org/stable/2095309,1986
http://www.jstor.org/stable/2096219,1993
http://www.jstor.org/stable/2095192,1982
http://www.jstor.org/stable/2087229,1948
http://www.jstor.org/stable/2087233,1948
http://www.jstor.org/stable/2094988,1982
http://www.jstor.org/stable/2096132,1994
http://www.jstor.org/stable/2117717,1983
http://www.jstor.org/stable/2095355,1987
http://www.jstor.org/stable/2096152,1959
http://www.jstor.org/stable/2094228,1974
http://www.jstor.org/stable/1519730,2003
http://www.jstor.org/stable/2095826,1988
http://www.jstor.org/stable/2086751,1948
http://www.jstor.org/stable/2096144,1992
http://www.jstor.org/stable/2657310,1997
http://www.jstor.org/stable/2657301,1997
http://www.jstor.org/stable/2095645,1988
http://www.jstor.org/stable/2095083,1981
http://www.jstor.org/stable/24756404,2016
http://www.jstor.org/stable/2087307,1950
http://www.jstor.org/stable/24756375,2015
http://www.jstor.org/stable/2086562,1948
http://www.jstor.org/stable/1519729,2003
http://www.jstor.org/stable/2087686,1951
http://www.jstor.org/stable/2095704,1990
http://www.jstor.org/stable/2086159,1945
http://www.jstor.org/stable/2096228,1994
http://www.jstor.org/stable/2094777,1978
http://www.jstor.org/stable/2095908,1993
http://www.jstor.org/stable/2095783,1991
http://www.jstor.org/stable/48588586,2018
http://www.jstor.org/stable/41723082,2012
http://www.jstor.org/stable/2095377,1985
http://www.jstor.org/stable/2095558,1984
http://www.jstor.org/stable/2117736,1977
http://www.jstor.org/stable/2096407,1996
http://www.jstor.org/stable/2095913,1992
http://www.jstor.org/stable/30038991,2006
http://www.jstor.org/stable/25472480,2007
http://www.jstor.org/stable/2087207,1949
http://www.jstor.org/stable/2086077,1944
http://www.jstor.org/stable/2095747,1990
http://www.jstor.org/stable/27736059,2009
http://www.jstor.org/stable/2084867,1937
http://www.jstor.org/stable/2087876,1953
http://www.jstor.org/stable/2095833,1987
http://www.jstor.org/stable/2095610,1989
http://www.jstor.org/stable/3593041,2004
http://www.jstor.org/stable/2094966,1982
http://www.jstor.org/stable/2096358,1996
http://www.jstor.org/stable/24756451,2016
http://www.jstor.org/stable/2096451,1996
http://www.jstor.org/stable/2096398,1996
http://www.jstor.org/stable/2096281,1993
http://www.jstor.org/stable/2094762,1978
http://www.jstor.org/stable/2095745,1990
http://www.jstor.org/stable/2094630,1978
http://www.jstor.org/stable/2117730,1977
http://www.jstor.org/stable/23102572,2012
http://www.jstor.org/stable/2091561,1965
http://www.jstor.org/stable/2091563,1965
http://www.jstor.org/stable/2091562,1965
http://www.jstor.org/stable/2096413,1996
http://www.jstor.org/stable/2657392,2001
http://www.jstor.org/stable/2094869,1977
http://www.jstor.org/stable/2095452,1987
http://www.jstor.org/stable/24756494,2016
http://www.jstor.org/stable/2091025,1967
http://www.jstor.org/stable/2095291,1987
http://www.jstor.org/stable/2095845,1988
http://www.jstor.org/stable/27736069,2009
http://www.jstor.org/stable/2657479,1998
http://www.jstor.org/stable/2657288,2000
http://www.jstor.org/stable/24756495,2016
http://www.jstor.org/stable/23019226,2011
http://www.jstor.org/stable/27801502,2009
http://www.jstor.org/stable/2092501,1969
http://www.jstor.org/stable/2095501,1985
http://www.jstor.org/stable/20799475,2010
http://www.jstor.org/stable/30038985,2006
http://www.jstor.org/stable/2657337,1998
http://www.jstor.org/stable/2083898,1938
http://www.jstor.org/stable/3088873,2001
http://www.jstor.org/stable/2096289,1995
http://www.jstor.org/stable/2095626,1990
http://www.jstor.org/stable/27736057,2009
http://www.jstor.org/stable/2096357,1996
http://www.jstor.org/stable/2094575,1977
http://www.jstor.org/stable/2086882,1949
http://www.jstor.org/stable/2095423,1984
http://www.jstor.org/stable/2095434,1985
http://www.jstor.org/stable/2096075,1993
http://www.jstor.org/stable/2094201,1975
http://www.jstor.org/stable/2094727,1976
http://www.jstor.org/stable/2095317,1986
http://www.jstor.org/stable/2117742,1977
http://www.jstor.org/stable/2094429,1975
http://www.jstor.org/stable/2091718,1967
http://www.jstor.org/stable/2095388,1987
http://www.jstor.org/stable/2095474,1986
http://www.jstor.org/stable/2095224,1983
http://www.jstor.org/stable/2094989,1982
http://www.jstor.org/stable/2088620,1958
http://www.jstor.org/stable/3088953,2001
http://www.jstor.org/stable/2095642,1988
http://www.jstor.org/stable/2096214,1993
http://www.jstor.org/stable/25472525,2008
http://www.jstor.org/stable/24756372,2015
http://www.jstor.org/stable/2657460,2000
http://www.jstor.org/stable/44245529,2017
http://www.jstor.org/stable/23469232,2013
http://www.jstor.org/stable/2095515,1986
http://www.jstor.org/stable/2088044,1952
http://www.jstor.org/stable/2095376,1985
http://www.jstor.org/stable/48595814,2019
http://www.jstor.org/stable/20799485,2010
http://www.jstor.org/stable/26426535,2018
http://www.jstor.org/stable/48588669,2018
http://www.jstor.org/stable/2096231,1994
http://www.jstor.org/stable/2091565,1965
http://www.jstor.org/stable/2095432,1985
http://www.jstor.org/stable/2094588,1979
http://www.jstor.org/stable/41723057,2012
http://www.jstor.org/stable/2094602,1977
http://www.jstor.org/stable/25472438,2006
http://www.jstor.org/stable/23102580,2012
http://www.jstor.org/stable/2094473,1976
http://www.jstor.org/stable/2084690,1938
http://www.jstor.org/stable/2095970,1993
http://www.jstor.org/stable/2095608,1989
http://www.jstor.org/stable/2095475,1986
http://www.jstor.org/stable/27736045,2009
http://www.jstor.org/stable/2096404,1996
http://www.jstor.org/stable/27736049,2009
http://www.jstor.org/stable/3593087,2004
http://www.jstor.org/stable/2095366,1986
http://www.jstor.org/stable/2095646,1988
http://www.jstor.org/stable/2094843,1976
http://www.jstor.org/stable/2095023,1981
http://www.jstor.org/stable/2084836,1936
http://www.jstor.org/stable/2096099,1992
http://www.jstor.org/stable/2095861,1990
http://www.jstor.org/stable/1519740,2003
http://www.jstor.org/stable/2095873,1989
http://www.jstor.org/stable/43187506,2013
http://www.jstor.org/stable/2094764,1978
http://www.jstor.org/stable/2090308,1963
http://www.jstor.org/stable/2095700,1990
http://www.jstor.org/stable/2089582,1959
http://www.jstor.org/stable/44245491,2016
http://www.jstor.org/stable/2096394,1996
http://www.jstor.org/stable/27736083,2009
http://www.jstor.org/stable/2095816,1988
http://www.jstor.org/stable/2093384,1970
http://www.jstor.org/stable/2094557,1977
http://www.jstor.org/stable/2092238,1968
http://www.jstor.org/stable/2096446,1994
http://www.jstor.org/stable/2096073,1993
http://www.jstor.org/stable/2095808,1990
http://www.jstor.org/stable/2085273,1946
http://www.jstor.org/stable/1519761,2003
http://www.jstor.org/stable/2093852,1970
http://www.jstor.org/stable/2095788,1989
http://www.jstor.org/stable/2094027,1972
http://www.jstor.org/stable/2088575,1959
http://www.jstor.org/stable/2086080,1944
http://www.jstor.org/stable/25472482,2007
http://www.jstor.org/stable/2089677,1962
http://www.jstor.org/stable/24756496,2016
http://www.jstor.org/stable/25472451,2007
http://www.jstor.org/stable/2095318,1986
http://www.jstor.org/stable/30038980,2006
http://www.jstor.org/stable/2094202,1975
http://www.jstor.org/stable/3088913,2002
http://www.jstor.org/stable/2095569,1984
http://www.jstor.org/stable/2096093,1992
http://www.jstor.org/stable/3088964,2002
http://www.jstor.org/stable/2095583,1986
http://www.jstor.org/stable/2657316,1997
http://www.jstor.org/stable/2096301,1996
http://www.jstor.org/stable/23102571,2012
http://www.jstor.org/stable/1519757,2003
http://www.jstor.org/stable/2094230,1974
http://www.jstor.org/stable/48595784,2019
http://www.jstor.org/stable/41723076,2012
http://www.jstor.org/stable/25472534,2008
http://www.jstor.org/stable/48588564,2018
http://www.jstor.org/stable/2087605,1951
http://www.jstor.org/stable/2086082,1944
http://www.jstor.org/stable/24756500,2016
http://www.jstor.org/stable/2095110,1983
http://www.jstor.org/stable/25472440,2006
http://www.jstor.org/stable/48595812,2019
http://www.jstor.org/stable/43187510,2013
http://www.jstor.org/stable/2094507,1979
http://www.jstor.org/stable/2094924,1983
http://www.jstor.org/stable/43187558,2014
http://www.jstor.org/stable/2084524,1940
http://www.jstor.org/stable/2095595,1987
http://www.jstor.org/stable/3088895,2002
http://www.jstor.org/stable/2094605,1977
http://www.jstor.org/stable/2657419,2001
http://www.jstor.org/stable/2095651,1988
http://www.jstor.org/stable/2091910,1968
http://www.jstor.org/stable/25472543,2008
http://www.jstor.org/stable/2085760,1941
http://www.jstor.org/stable/2095594,1987
http://www.jstor.org/stable/23469216,2013
http://www.jstor.org/stable/2657391,2001
http://www.jstor.org/stable/2095191,1982
http://www.jstor.org/stable/25472548,2008
http://www.jstor.org/stable/2095916,1992
http://www.jstor.org/stable/2085722,1943
http://www.jstor.org/stable/2084618,1936
http://www.jstor.org/stable/30039000,2006
http://www.jstor.org/stable/2095714,1989
http://www.jstor.org/stable/2095018,1980
http://www.jstor.org/stable/2084478,1936
http://www.jstor.org/stable/2657430,1997
http://www.jstor.org/stable/2086075,1944
http://www.jstor.org/stable/2657331,1998
http://www.jstor.org/stable/2086701,1946
http://www.jstor.org/stable/2094342,1975
http://www.jstor.org/stable/2094178,1975
http://www.jstor.org/stable/2085978,1944
http://www.jstor.org/stable/2085278,1946
http://www.jstor.org/stable/2085442,1943
http://www.jstor.org/stable/2088942,1960
http://www.jstor.org/stable/2084479,1936
http://www.jstor.org/stable/2095666,1989
http://www.jstor.org/stable/2087701,1951
http://www.jstor.org/stable/2086305,1944
http://www.jstor.org/stable/2088115,1953
http://www.jstor.org/stable/2083861,1936
http://www.jstor.org/stable/2086336,1941
http://www.jstor.org/stable/2091852,1966
http://www.jstor.org/stable/2086395,1950
http://www.jstor.org/stable/2086074,1944
http://www.jstor.org/stable/27801535,2010
http://www.jstor.org/stable/2095406,1985
http://www.jstor.org/stable/2095618,1989
http://www.jstor.org/stable/2095619,1989
http://www.jstor.org/stable/2095570,1984
http://www.jstor.org/stable/2095862,1990
http://www.jstor.org/stable/2094517,1979
http://www.jstor.org/stable/2096443,1994
http://www.jstor.org/stable/2117749,1989
http://www.jstor.org/stable/2094545,1978
http://www.jstor.org/stable/2657270,1998
http://www.jstor.org/stable/3088910,2002
http://www.jstor.org/stable/2095390,1987
http://www.jstor.org/stable/23102568,2012
http://www.jstor.org/stable/2086676,1949
http://www.jstor.org/stable/2095242,1980
http://www.jstor.org/stable/2095584,1986
http://www.jstor.org/stable/2095084,1981
http://www.jstor.org/stable/2086025,1944
http://www.jstor.org/stable/2094720,1979
http://www.jstor.org/stable/2085877,1943
http://www.jstor.org/stable/2095208,1982
http://www.jstor.org/stable/23469217,2013
http://www.jstor.org/stable/23469218,2013
http://www.jstor.org/stable/2094491,1978
http://www.jstor.org/stable/2090254,1961
http://www.jstor.org/stable/2094585,1979
http://www.jstor.org/stable/2096098,1992
http://www.jstor.org/stable/30038990,2006
http://www.jstor.org/stable/2094715,1979
http://www.jstor.org/stable/2095046,1982
http://www.jstor.org/stable/26426365,2017
http://www.jstor.org/stable/25472505,2007
http://www.jstor.org/stable/2095372,1986
http://www.jstor.org/stable/2096428,1995
http://www.jstor.org/stable/2094926,1983
http://www.jstor.org/stable/4145349,2005
http://www.jstor.org/stable/24756376,2015
http://www.jstor.org/stable/2084476,1936
http://www.jstor.org/stable/3088954,2001
http://www.jstor.org/stable/2094627,1978
http://www.jstor.org/stable/2094176,1975
http://www.jstor.org/stable/27801530,2010
http://www.jstor.org/stable/30038984,2006
http://www.jstor.org/stable/2094751,1977
http://www.jstor.org/stable/2657332,1998
http://www.jstor.org/stable/2094867,1977
http://www.jstor.org/stable/2084206,1939
http://www.jstor.org/stable/2096290,1995
http://www.jstor.org/stable/2095244,1980
http://www.jstor.org/stable/2095814,1988
http://www.jstor.org/stable/2093850,1970
http://www.jstor.org/stable/2096288,1995
http://www.jstor.org/stable/2096422,1995
http://www.jstor.org/stable/2095933,1994
http://www.jstor.org/stable/48602120,2019
http://www.jstor.org/stable/27736051,2009
http://www.jstor.org/stable/1519760,2003
http://www.jstor.org/stable/27801531,2010
http://www.jstor.org/stable/44245530,2017
http://www.jstor.org/stable/2657287,2000
http://www.jstor.org/stable/3088975,2002
http://www.jstor.org/stable/24756427,2015
http://www.jstor.org/stable/2657328,1998
http://www.jstor.org/stable/2094622,1978
http://www.jstor.org/stable/2095304,1986
http://www.jstor.org/stable/2657306,1997
http://www.jstor.org/stable/4145376,2005
http://www.jstor.org/stable/2096419,1995
http://www.jstor.org/stable/48588588,2018
http://www.jstor.org/stable/2094357,1973
http://www.jstor.org/stable/2095101,1983
http://www.jstor.org/stable/2657450,1997
http://www.jstor.org/stable/25782182,2011
http://www.jstor.org/stable/2095753,1990
http://www.jstor.org/stable/2095289,1987
http://www.jstor.org/stable/2657540,2000
http://www.jstor.org/stable/2094430,1975
http://www.jstor.org/stable/2094912,1980
http://www.jstor.org/stable/48595822,2019
http://www.jstor.org/stable/2095025,1981
http://www.jstor.org/stable/2086862,1949
http://www.jstor.org/stable/2657291,2000
http://www.jstor.org/stable/44245533,2017
http://www.jstor.org/stable/2092623,1960
http://www.jstor.org/stable/3593073,2004
http://www.jstor.org/stable/2657333,1998
http://www.jstor.org/stable/43187575,2014
http://www.jstor.org/stable/2095934,1994
http://www.jstor.org/stable/2096430,1995
http://www.jstor.org/stable/3593083,2004
http://www.jstor.org/stable/2096087,1991
http://www.jstor.org/stable/2095733,1988
http://www.jstor.org/stable/26426416,2017
http://www.jstor.org/stable/2095846,1988
http://www.jstor.org/stable/2095790,1989
http://www.jstor.org/stable/24756355,2015
http://www.jstor.org/stable/2095672,1991
http://www.jstor.org/stable/2096417,1995
http://www.jstor.org/stable/2086953,1947
http://www.jstor.org/stable/2089283,1956
http://www.jstor.org/stable/2095431,1985
http://www.jstor.org/stable/2096295,1995
http://www.jstor.org/stable/2095792,1989
http://www.jstor.org/stable/2657473,1998
http://www.jstor.org/stable/48595821,2019
http://www.jstor.org/stable/2096146,1992
http://www.jstor.org/stable/2093204,1970
http://www.jstor.org/stable/2093504,1971
http://www.jstor.org/stable/25472517,2008
http://www.jstor.org/stable/20799488,2010
http://www.jstor.org/stable/41723056,2012
http://www.jstor.org/stable/2095408,1985
http://www.jstor.org/stable/2088617,1958
http://www.jstor.org/stable/2084684,1938
http://www.jstor.org/stable/3088972,2002
http://www.jstor.org/stable/3088882,2001
http://www.jstor.org/stable/3593055,2004
http://www.jstor.org/stable/48588587,2018
http://www.jstor.org/stable/2095503,1985
http://www.jstor.org/stable/2094587,1979
http://www.jstor.org/stable/2096130,1994
http://www.jstor.org/stable/48588591,2018
http://www.jstor.org/stable/48588585,2018
http://www.jstor.org/stable/2084249,1938
http://www.jstor.org/stable/2657449,1997
http://www.jstor.org/stable/2095928,1994
http://www.jstor.org/stable/2084562,1937
http://www.jstor.org/stable/2090820,1966
http://www.jstor.org/stable/2083827,1937
http://www.jstor.org/stable/2096399,1996
http://www.jstor.org/stable/27736081,2009
http://www.jstor.org/stable/2117748,1989
http://www.jstor.org/stable/2096142,1992
http://www.jstor.org/stable/2087068,1946
http://www.jstor.org/stable/2657314,1997
http://www.jstor.org/stable/2657277,1999
http://www.jstor.org/stable/3088874,2001
http://www.jstor.org/stable/2094520,1979
http://www.jstor.org/stable/25472471,2007
http://www.jstor.org/stable/1519766,2003
http://www.jstor.org/stable/2095892,1988
http://www.jstor.org/stable/2095687,1988
http://www.jstor.org/stable/3593065,2004
http://www.jstor.org/stable/2084615,1936
http://www.jstor.org/stable/2095109,1983
http://www.jstor.org/stable/2090068,1963
http://www.jstor.org/stable/2086956,1947
http://www.jstor.org/stable/2096217,1993
http://www.jstor.org/stable/2657289,2000
http://www.jstor.org/stable/2096362,1996
http://www.jstor.org/stable/2094841,1976
http://www.jstor.org/stable/4145398,2005
http://www.jstor.org/stable/2090905,1966
http://www.jstor.org/stable/2091089,1967
http://www.jstor.org/stable/24756463,2016
http://www.jstor.org/stable/3593034,2004
http://www.jstor.org/stable/2094819,1979
http://www.jstor.org/stable/2091956,1969
http://www.jstor.org/stable/2085627,1945
http://www.jstor.org/stable/2657290,2000
http://www.jstor.org/stable/24756701,2015
http://www.jstor.org/stable/2091135,1965
http://www.jstor.org/stable/2657418,2001
http://www.jstor.org/stable/23469206,2013
http://www.jstor.org/stable/2096111,1991
http://www.jstor.org/stable/2087792,1954
http://www.jstor.org/stable/2084431,1940
http://www.jstor.org/stable/24756448,2016
http://www.jstor.org/stable/2095441,1985
http://www.jstor.org/stable/23102561,2011
http://www.jstor.org/stable/2096418,1995
http://www.jstor.org/stable/4145389,2005
http://www.jstor.org/stable/2095407,1985
http://www.jstor.org/stable/2096429,1995
http://www.jstor.org/stable/43187562,2014
http://www.jstor.org/stable/23019206,2011
http://www.jstor.org/stable/2096218,1993
http://www.jstor.org/stable/2083808,1939
http://www.jstor.org/stable/2095435,1985
http://www.jstor.org/stable/2095652,1988
http://www.jstor.org/stable/2089624,1962
http://www.jstor.org/stable/2094506,1979
http://www.jstor.org/stable/44245489,2016
http://www.jstor.org/stable/43187573,2014
http://www.jstor.org/stable/2092299,1969
http://www.jstor.org/stable/2085123,1944
http://www.jstor.org/stable/2096243,1992
http://www.jstor.org/stable/4145381,2005
http://www.jstor.org/stable/2095365,1986
http://www.jstor.org/stable/48589214,2018
http://www.jstor.org/stable/2657380,2000
http://www.jstor.org/stable/4145388,2005
http://www.jstor.org/stable/2093300,1970
http://www.jstor.org/stable/2094910,1980
http://www.jstor.org/stable/26426415,2017
http://www.jstor.org/stable/2095421,1984
